Id,Nutrients,Nutrients_count,Foods,Foods_count,Keep
34444905.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['barley', 'mint', 'beans', 'mace', 'dal', 'egg', 'rice', 'wheat', 'bean', 'gram', 'spinach', 'mint', 'pears', 'meat', 'tomato', 'seeds', 'milk', 'potato', 'milk', 'cheese', 'rabbit']",21,Yes
34444915.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'egg', 'lamb', 'pears', 'moth', 'milk', 'apples', 'milk', 'calf']",9,Yes
34444933.pdf,"['ash', 'fat', 'energy']",3,"['lettuce', 'gram', 'potatoes', 'moth', 'apples', 'potato', 'banana', 'carrot', 'sugar']",9,Yes
34444943.pdf,"['protein', 'fat']",2,"['egg', 'gram', 'meat', 'moth']",4,Yes
34444952.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate']",5,"['oil', 'garlic', 'mace', 'dal', 'gram', 'radish', 'moth', 'milk', 'milk', 'sugar', 'lime', 'goat', 'rabbit']",13,Yes
34444956.pdf,['fat'],1,"['oil', 'mace', 'ragi', 'gram', 'pepper', 'cumin', 'basil', 'turmeric']",8,Yes
34444973.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['gram', 'potatoes', 'meat', 'potato', 'sugar']",5,Yes
34444975.pdf,"['protein', 'fat', 'carbohydrate']",3,"['dal', 'gram', 'milk', 'milk', 'beef']",5,Yes
34445002.pdf,"['protein', 'fat', 'energy']",3,"['dal', 'rice', 'gram', 'moth', 'sugar']",5,Yes
34445003.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['dal', 'rice', 'gram', 'corn', 'pears', 'tuna']",6,Yes
34445038.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['barley', 'egg', 'dates', 'wheat', 'meat', 'amaranth', 'sugar', 'quinoa', 'lime', 'quinoa']",10,Yes
34445435.pdf,"['protein', 'ash']",2,"['orange', 'fish']",2,Yes
34451704.pdf,"['moisture', 'protein', 'ash', 'fat', 'energy']",5,"['oil', 'barley', 'pomegranate', 'urad', 'dal', 'lettuce', 'rice', 'wheat', 'bean', 'maize', 'gram', 'zucchini', 'tomato', 'seeds', 'moth', 'groundnut', 'cucumber', 'strawberry', 'basil']",19,Yes
34452059.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'ragi', 'egg', 'rice', 'dates', 'gram', 'moth', 'cumin', 'tuna']",10,Yes
34452167.pdf,"['moisture', 'protein', 'ash', 'fat', 'energy']",5,"['chicken', 'oil', 'mace', 'dal', 'ragi', 'egg', 'rice', 'dates', 'soya', 'bean', 'gram', 'corn', 'meat', 'almond', 'ginger', 'moth', 'chana', 'soyabean', 'cumin', 'lime', 'soyabean oil', 'goat', 'rabbit', 'tuna', 'salmon']",25,Yes
34457245.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['butter', 'oil', 'dal', 'ragi', 'gram', 'potatoes', 'meat', 'moth', 'milk', 'potato', 'milk', 'sugar']",12,Yes
34458827.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'mace', 'dal', 'egg', 'rice', 'dates', 'wheat', 'corn', 'meat', 'moth', 'lime', 'tuna']",12,Yes
34461907.pdf,"['protein', 'carbohydrate', 'energy']",3,"['mace', 'rice', 'bean', 'gram', 'corn', 'pears', 'meat', 'sugar']",8,Yes
34468013.pdf,"['protein', 'ash', 'energy']",3,"['gram', 'radish', 'milk', 'milk', 'lime', 'goat', 'rabbit']",7,Yes
34469103.pdf,"['protein', 'ash', 'energy']",3,"['dal', 'ragi', 'gram', 'corn', 'fish', 'tuna']",6,Yes
34470658.pdf,"['protein', 'ash']",2,"['gram', 'pears', 'moth', 'goat', 'rabbit']",5,Yes
34471591.pdf,['ash'],1,"['mace', 'dal', 'gram', 'meat', 'sugar']",5,Yes
34477870.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'flour', 'mace', 'gram', 'corn', 'radish', 'pears', 'seeds', 'milk', 'milk', 'rabbit']",11,Yes
34489447.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'dates', 'gram', 'radish', 'pears', 'milk', 'milk', 'goat', 'rabbit']",10,Yes
34491496.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'corn']",2,Yes
34491752.pdf,"['fat', 'energy']",2,"['oil', 'ragi', 'rice', 'gram', 'pears', 'moth']",6,Yes
34496968.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate']",5,"['grapes', 'oil', 'orange', 'urad', 'dal', 'peach', 'chilli', 'bean', 'gram', 'almond', 'seeds', 'apricots', 'pistachios', 'peach', 'raisins', 'almonds', 'sugar']",17,Yes
34502528.pdf,"['protein', 'ash', 'fat']",3,"['gram', 'potato', 'sugar']",3,Yes
34502671.pdf,"['protein', 'ash', 'energy']",3,"['chicken', 'orange', 'egg', 'rice', 'gram', 'potatoes', 'meat', 'milk', 'potato', 'milk', 'cheese', 'lime', 'beef', 'pork']",14,Yes
34504041.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['chicken', 'oil', 'dal', 'egg', 'yolk', 'milk', 'milk']",7,Yes
34505614.pdf,"['ash', 'fat', 'dietary fibre', 'carbohydrate', 'energy']",5,"['grapes', 'flour', 'orange', 'mace', 'dal', 'peach', 'wheat', 'mango', 'seeds', 'cabbage', 'apples', 'apricots', 'peach', 'currants', 'raisins', 'cherry', 'carrot', 'sugar', 'blackberry', 'lime', 'tuna']",21,Yes
34506596.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['beans', 'bean', 'gram', 'moth', 'sugar']",5,Yes
34529427.pdf,"['ash', 'fat', 'energy']",3,"['mace', 'dal', 'gram', 'pears']",4,Yes
34529715.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['dal', 'egg', 'gram', 'pears', 'fish', 'moth', 'milk', 'milk']",8,Yes
34538278.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'pears']",3,Yes
34545524.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'gram', 'fish', 'silver carp']",4,Yes
34546256.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['lemon', 'mace', 'dal', 'egg', 'wheat', 'gram', 'meat', 'lime', 'goat', 'rabbit']",10,Yes
34546533.pdf,"['protein', 'fat']",2,"['mace', 'dal', 'gram', 'lime']",4,Yes
34552117.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'rice', 'wheat', 'bean', 'maize', 'gram', 'corn', 'peanut', 'peanut', 'cowpea']",10,Yes
34562194.pdf,"['protein', 'ash']",2,"['gram', 'meat', 'moth', 'milk', 'milk']",5,Yes
34563182.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['chicken', 'oil', 'dal', 'egg', 'rice', 'soya', 'bean', 'mushroom', 'corn', 'sorghum', 'meat', 'fish', 'ginger', 'onion', 'milk', 'milk', 'coconut']",17,Yes
34564502.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'orange', 'mace', 'dal', 'ragi', 'egg', 'gram', 'meat', 'onion', 'amla', 'tuna']",11,Yes
34567788.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'sugar', 'goat']",4,Yes
34568681.pdf,"['protein', 'ash', 'carbohydrate', 'energy']",4,"['grapes', 'mustard', 'oil', 'dal', 'rice', 'wheat', 'bean', 'meat', 'tomato', 'seeds', 'sugar', 'beef']",12,Yes
34570319.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'dal', 'gram', 'rohu']",4,Yes
34571996.pdf,['protein'],1,"['dates', 'pears', 'moth']",3,Yes
34573138.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'radish', 'turmeric']",4,Yes
34573286.pdf,"['protein', 'energy']",2,"['mace', 'dal', 'ragi', 'tuna']",4,Yes
34573583.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'egg', 'bean', 'gram', 'corn', 'pears']",6,Yes
34573676.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'orange', 'dal', 'egg', 'soya', 'bean', 'gram', 'corn', 'pears', 'meat', 'fish', 'seeds', 'bamboo', 'yolk', 'milk', 'crab', 'milk', 'seafood', 'sugar', 'tuna', 'salmon', 'tilapia']",22,Yes
34574144.pdf,"['ash', 'fat']",2,"['lemon', 'chicken', 'orange', 'dal', 'egg', 'rice', 'gram', 'pears', 'mango', 'meat', 'milk', 'cherry', 'milk', 'strawberry', 'beef']",15,Yes
34574152.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['chicken', 'oil', 'dal', 'ragi', 'egg', 'gram', 'meat', 'onion', 'milk', 'milk', 'pepper', 'sugar', 'nutmeg', 'clove', 'lime', 'nutmeg', 'goat', 'beef', 'pork', 'rabbit']",20,Yes
34574289.pdf,['protein'],1,"['mace', 'dal', 'egg', 'gram', 'meat', 'yolk', 'pork']",7,Yes
34575423.pdf,"['protein', 'ash']",2,"['mace', 'dal', 'dates', 'gram', 'moth', 'peanut', 'peanut']",7,Yes
34575446.pdf,"['protein', 'ash', 'fat']",3,"['lemon', 'grapes', 'orange', 'mace', 'dal', 'gram', 'corn', 'pears', 'meat', 'tomato', 'cumin', 'tuna']",12,Yes
34575507.pdf,"['protein', 'ash']",2,"['mace', 'dal', 'ragi', 'gram', 'corn', 'meat']",6,Yes
34576998.pdf,"['protein', 'ash', 'energy']",3,"['orange', 'mace', 'egg', 'dates', 'gram', 'chana', 'tuna']",7,Yes
34576999.pdf,"['ash', 'fat']",2,"['grapes', 'oil', 'urad', 'dal', 'ragi', 'gram', 'pears', 'seeds', 'cowpea', 'rabbit']",10,Yes
34578808.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['lemon', 'garlic', 'orange', 'mace', 'dal', 'gram', 'corn', 'rabbit', 'tuna']",9,Yes
34578821.pdf,"['fat', 'carbohydrate', 'energy']",3,"['mint', 'gram', 'mint']",3,Yes
34578828.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'rice']",3,Yes
34578829.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['dal', 'gram', 'corn', 'pears', 'sugar', 'tuna']",6,Yes
34578850.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'barley', 'dal', 'rice', 'gram', 'sesame', 'seeds', 'ginger', 'guava', 'potato', 'sugar', 'cumin', 'quinoa', 'quinoa']",14,Yes
34578872.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'mace', 'dal', 'egg', 'dates', 'bean', 'gram', 'radish', 'pears']",9,Yes
34578878.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['chicken', 'oil', 'urad', 'dal', 'egg', 'rice', 'soya', 'maize', 'gram', 'sorghum', 'pears', 'milk', 'milk', 'cheese', 'vinegar']",15,Yes
34578938.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'gram', 'meat', 'prawn', 'sugar']",5,Yes
34578972.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['grapes', 'mace', 'dal', 'egg', 'rice', 'gram', 'meat', 'peanut', 'cumin', 'peanut']",10,Yes
34579033.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'rice', 'gram', 'radish', 'pears', 'milk', 'amla', 'milk']",8,Yes
34579061.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'urad', 'dal', 'lettuce', 'egg', 'rice', 'spinach', 'radish', 'meat', 'beetroot', 'amaranth', 'watermelon', 'melon']",13,Yes
34579096.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['rice', 'gram']",2,Yes
34579126.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['wheat', 'moth', 'sugar']",3,Yes
34579157.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'dal', 'egg', 'dates', 'gram', 'radish', 'milk', 'milk', 'rabbit']",9,Yes
34592992.pdf,"['moisture', 'ash', 'carbohydrate']",3,"['gram', 'fish', 'milk', 'milk', 'tuna']",5,Yes
34595668.pdf,"['protein', 'ash', 'carbohydrate']",3,"['chicken', 'oil', 'gram', 'milk', 'milk']",5,Yes
34596389.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'rice', 'gram', 'moth', 'milk', 'milk']",7,Yes
34602515.pdf,['ash'],1,"['mace', 'urad', 'moth', 'cumin', 'calf']",5,Yes
34602546.pdf,"['protein', 'ash']",2,"['mint', 'mace', 'dal', 'rice', 'mint', 'meat', 'tuna']",7,Yes
34605540.pdf,"['protein', 'ash']",2,"['oil', 'dates', 'gram', 'rabbit']",4,Yes
34613740.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'dal', 'egg', 'dates', 'sugar']",5,Yes
34632547.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'urad', 'ragi', 'rice', 'wheat', 'bean', 'gram', 'meat', 'tomato', 'watermelon', 'melon', 'pepper']",12,Yes
34640210.pdf,['fat'],1,"['dal', 'egg', 'gram']",3,Yes
34640250.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'gram', 'pears', 'lime', 'tuna']",5,Yes
34641393.pdf,"['ash', 'fat']",2,"['oil', 'dal', 'gram', 'moth']",4,Yes
34642829.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['oil', 'flour', 'mace', 'rice', 'wheat', 'gram', 'sorghum', 'avocado', 'seeds', 'amaranth', 'sugar', 'quinoa', 'quinoa']",13,Yes
34643867.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'gram']",2,Yes
34644351.pdf,"['protein', 'ash', 'energy']",3,"['urad', 'dal', 'egg', 'gram', 'radish', 'goat', 'rabbit']",7,Yes
34645271.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'gram']",2,Yes
34645502.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['lemon', 'butter', 'chicken', 'oil', 'barley', 'flour', 'pomegranate', 'garlic', 'beans', 'orange', 'peas', 'lentils', 'dal', 'peach', 'egg', 'rice', 'dates', 'wheat', 'bean', 'mushroom', 'pumpkin', 'gram', 'corn', 'potatoes', 'meat', 'tomato', 'figs', 'almond', 'curd', 'fish', 'celery', 'onion', 'milk', 'potato', 'pistachios', 'peach', 'banana', 'raisins', 'cherry', 'milk', 'cucumber', 'watermelon', 'melon', 'pepper', 'strawberry', 'almonds', 'cheese', 'carrot', 'sugar', 'turmeric', 'lemongrass', 'walnut', 'walnut', 'tuna']",54,Yes
34652352.pdf,"['protein', 'fat']",2,"['oil', 'dates', 'radish', 'milk', 'milk', 'cumin', 'goat', 'rabbit']",8,Yes
34657941.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'garlic', 'mace', 'dal', 'gram', 'pears', 'tomato', 'seeds', 'moth', 'peanut', 'lime', 'peanut']",12,Yes
34663908.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['mace', 'rice', 'gram', 'pears', 'moth', 'milk', 'milk', 'goat', 'rabbit']",9,Yes
34664960.pdf,"['moisture', 'protein', 'ash']",3,"['oil', 'dal', 'gram', 'tuna']",4,Yes
34666504.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['ragi', 'gram']",2,Yes
34669029.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['mustard', 'oil', 'barley', 'mace', 'dal', 'rice', 'wheat', 'bean', 'maize', 'pumpkin', 'gram', 'sorghum', 'tomato', 'seeds', 'onion', 'cucumber', 'pepper', 'peanut', 'strawberry', 'sugar', 'sugarcane', 'peanut', 'sugarcane']",23,Yes
34677424.pdf,"['protein', 'energy']",2,"['grapes', 'ragi', 'dates', 'meat', 'milk', 'milk', 'seafood', 'lime']",8,Yes
34677757.pdf,"['protein', 'fat']",2,['egg'],1,Yes
34680737.pdf,['ash'],1,"['chicken', 'oil', 'dal', 'gram', 'pears', 'meat', 'moth', 'pork', 'salmon']",9,Yes
34680756.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'oil', 'bean', 'gram', 'corn', 'meat', 'milk', 'milk', 'cheese', 'sugar']",10,Yes
34680781.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'calf', 'rabbit', 'salmon']",5,Yes
34681401.pdf,[],0,"['rice', 'dates', 'wheat', 'cheese', 'lime']",5,No
34684320.pdf,"['protein', 'ash', 'fat']",3,"['mint', 'dal', 'soya', 'gram', 'mint', 'milk', 'milk', 'lime']",8,Yes
34684339.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'gram', 'cucumber', 'vinegar']",5,Yes
34684343.pdf,"['ash', 'fat', 'carbohydrate']",3,"['dal', 'rice', 'pears', 'sugar']",4,Yes
34684384.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['butter', 'grapes', 'oil', 'dal', 'peach', 'ragi', 'egg', 'rice', 'wheat', 'mushroom', 'gram', 'spinach', 'pears', 'meat', 'parsley', 'tinda', 'seeds', 'cabbage', 'milk', 'peach', 'milk', 'seafood', 'pepper', 'cheese', 'carrot', 'sugar', 'cumin', 'parsley', 'lime', 'lobster', 'tuna', 'salmon', 'sardine', 'tilapia']",34,Yes
34684415.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'gram', 'radish', 'cumin', 'rabbit', 'tuna']",7,Yes
34684464.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['ragi', 'lamb', 'pears', 'sheep']",4,Yes
34684485.pdf,"['protein', 'ash']",2,"['dal', 'wheat', 'gram', 'potato', 'lime', 'rabbit']",6,Yes
34684500.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['butter', 'oil', 'beans', 'rice', 'bean', 'gram', 'radish', 'meat', 'tomato', 'potato', 'cheese', 'sugar']",12,Yes
34684528.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['mace', 'dal', 'gram', 'sugar', 'calf']",5,Yes
34684552.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['lemon', 'chicken', 'oil', 'dal', 'egg', 'rice', 'gram', 'meat', 'tomato', 'fish', 'moth', 'milk', 'milk', 'cheese', 'sugar', 'lime', 'beef']",17,Yes
34684574.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['lemon', 'gourd', 'garlic', 'orange', 'rice', 'lotus', 'gram', 'ginger', 'sugar', 'cumin', 'vinegar', 'clove', 'turmeric']",13,Yes
34684625.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'mace', 'egg', 'gram', 'cumin']",5,Yes
34684665.pdf,"['ash', 'fat', 'carbohydrate', 'energy']",4,"['dal', 'gram', 'pears', 'ginger', 'sugar', 'lime']",6,Yes
34685679.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'ragi', 'chilli', 'egg', 'dates', 'gram', 'corn', 'moth', 'tuna']",10,Yes
34685938.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'orange', 'mace', 'bean', 'gram', 'corn', 'mango']",7,Yes
34689191.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['chicken', 'oil', 'beans', 'orange', 'urad', 'egg', 'rice', 'bean', 'gram', 'lamb', 'potatoes', 'meat', 'fish', 'seeds', 'apples', 'potato', 'seafood', 'jackfruit', 'sugar', 'coconut', 'tamarind']",21,Yes
34689198.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'flour', 'dal', 'gram', 'meat', 'fish', 'seeds', 'milk', 'milk']",9,Yes
34689200.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'flour', 'orange', 'urad', 'dal', 'egg', 'dates', 'gram', 'meat', 'fish', 'seeds', 'milk', 'milk', 'seafood', 'cheese', 'carrot', 'sugar', 'beef']",18,Yes
34691229.pdf,"['fat', 'carbohydrate']",2,"['oil', 'pomegranate', 'beans', 'orange', 'mace', 'urad', 'dal', 'egg', 'bean', 'gram', 'pears', 'seeds', 'potato', 'banana', 'sugar', 'cumin']",16,Yes
34695032.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'wheat', 'gram', 'pears']",4,Yes
34697365.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['lemon', 'oil', 'flour', 'dal', 'rice', 'wheat', 'bean', 'gram', 'corn', 'pears', 'meat', 'fish', 'milk', 'milk', 'seafood', 'prawn', 'sugar', 'clove', 'lime', 'salmon', 'sardine', 'tilapia']",22,Yes
34713392.pdf,"['protein', 'fat']",2,"['oil', 'wheat', 'gram', 'radish', 'cabbage']",5,Yes
34719383.pdf,"['ash', 'fat']",2,"['oil', 'mace', 'gram', 'moth', 'milk', 'milk']",6,Yes
34726504.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['gram', 'pears']",2,Yes
34726703.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mace', 'dal', 'egg', 'rice', 'maize', 'sugar', 'beef']",8,Yes
34730632.pdf,"['fat', 'energy']",2,"['oil', 'peas', 'gram', 'corn', 'meat', 'fish', 'moth', 'seafood', 'sugar', 'lime', 'beef']",11,Yes
34730640.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['urad', 'dal', 'gram', 'moth', 'banana', 'lime']",6,Yes
34731366.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['dal', 'rice', 'dates', 'gram', 'fish', 'milk', 'milk']",7,Yes
34733502.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['beans', 'dal', 'bean', 'maize', 'gram', 'meat', 'moth', 'milk', 'potato', 'milk']",10,Yes
34737274.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'gram', 'corn', 'radish', 'moth', 'goat', 'rabbit']",8,Yes
34746317.pdf,"['protein', 'fat', 'carbohydrate']",3,"['oil', 'beans', 'peas', 'lentils', 'dal', 'bean', 'gram', 'pears', 'meat', 'tomato', 'milk', 'milk', 'sugar']",13,Yes
34755255.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'beans', 'dal', 'bean', 'gram', 'spinach', 'corn', 'parsley', 'tinda', 'seeds', 'cabbage', 'moth', 'coriander', 'onion', 'milk', 'milk', 'carrot', 'parsley']",18,Yes
34755752.pdf,"['protein', 'ash']",2,"['oil', 'orange', 'dal', 'egg', 'wheat', 'gram', 'radish', 'lime', 'rabbit']",9,Yes
34768874.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'rice', 'dates', 'bean', 'maize', 'gram', 'sorghum', 'seeds', 'sugar']",9,Yes
34769119.pdf,"['protein', 'ash']",2,"['oil', 'mace', 'ragi', 'egg', 'gram', 'sheep']",6,Yes
34769430.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'mace', 'dal', 'ragi', 'rice', 'gram', 'corn', 'meat', 'moth', 'onion', 'cumin', 'clove', 'tuna']",13,Yes
34770805.pdf,"['protein', 'ash']",2,"['mace', 'meat', 'rabbit']",3,Yes
34770985.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'rice', 'gram', 'milk', 'milk']",5,Yes
34771783.pdf,"['moisture', 'ash', 'energy']",3,"['gram', 'pears', 'lime']",3,Yes
34771910.pdf,"['ash', 'energy']",2,"['dates', 'gram']",2,Yes
34773176.pdf,['ash'],1,"['oil', 'urad', 'peach', 'gram', 'corn', 'pears', 'apples', 'peach', 'lime', 'walnut', 'walnut']",11,Yes
34777860.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['butter', 'oil', 'beans', 'peas', 'lentils', 'dal', 'chilli', 'egg', 'rice', 'bean', 'gram', 'corn', 'pears', 'potatoes', 'meat', 'seeds', 'milk', 'potato', 'milk', 'sugar', 'plantains', 'palm oil', 'goat', 'pork']",24,Yes
34780474.pdf,"['protein', 'ash']",2,"['oil', 'dal', 'egg', 'gram', 'potato']",5,Yes
34780694.pdf,"['ash', 'energy']",2,"['oil', 'gram', 'corn']",3,Yes
34791497.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'rice', 'gram', 'corn', 'chana', 'sugar', 'sugarcane', 'tuna', 'sugarcane']",9,Yes
34791623.pdf,"['protein', 'ash']",2,"['rice', 'gram', 'lime']",3,Yes
34791629.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'beans', 'dal', 'rice', 'wheat', 'bean', 'gram', 'spinach', 'tomato', 'seeds', 'sugar']",11,Yes
34792151.pdf,['ash'],1,"['lemon', 'orange', 'dal', 'egg', 'rice', 'gram', 'meat', 'fish', 'moth', 'milk', 'milk']",11,Yes
34792661.pdf,['ash'],1,"['oil', 'dal', 'rice', 'maize', 'gram', 'lime']",6,Yes
34795452.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'ragi', 'rice', 'dates', 'gram', 'fish', 'rabbit']",8,Yes
34798889.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'egg', 'gram', 'meat', 'milk', 'milk', 'lime']",7,Yes
34807608.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'orange', 'dal', 'ragi', 'moth', 'chana', 'tuna']",7,Yes
34816343.pdf,[],0,"['oil', 'peas', 'rice', 'dates', 'wheat', 'maize', 'gram', 'seeds']",8,No
34819668.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'orange', 'dal', 'ragi', 'rice', 'dates', 'gram', 'pears', 'figs', 'lime', 'calf', 'rabbit', 'salmon']",13,Yes
34824233.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'ragi', 'lamb', 'milk', 'milk', 'sugar', 'tuna']",7,Yes
34824670.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'oil', 'mace', 'dal', 'egg', 'gram', 'cumin', 'goat', 'rabbit']",9,Yes
34825325.pdf,"['moisture', 'ash', 'energy']",3,"['oil', 'rice', 'gram', 'lime']",4,Yes
34827244.pdf,"['protein', 'fat']",2,"['dal', 'rice', 'gram', 'moth']",4,Yes
34827641.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'ragi', 'rice', 'gram', 'moth']",6,Yes
34827751.pdf,"['protein', 'ash']",2,"['chicken', 'dal', 'gram', 'lamb', 'meat']",5,Yes
34829080.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['orange', 'dal', 'rice', 'gram', 'chana', 'sugar']",6,Yes
34830124.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['gourd', 'capsicum', 'mustard', 'oil', 'garlic', 'beans', 'orange', 'peas', 'dal', 'lettuce', 'egg', 'rice', 'wheat', 'bean', 'maize', 'pumpkin', 'gram', 'spinach', 'radish', 'potatoes', 'brinjal', 'tomato', 'parsley', 'seeds', 'celery', 'cabbage', 'onion', 'groundnut', 'potato', 'cucumber', 'melon', 'pepper', 'peanut', 'carrot', 'sugar', 'cumin', 'parsley', 'sugarcane', 'peanut', 'sugarcane']",40,Yes
34830125.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'dates', 'sugar', 'tuna']",4,Yes
34831062.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'urad', 'dal', 'ragi', 'gram']",5,Yes
34831536.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['lemon', 'oil', 'mace', 'ragi', 'rice', 'gram', 'seeds', 'sugar', 'lime']",9,Yes
34831692.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'orange', 'gram', 'avocado', 'seeds', 'milk', 'milk', 'seafood', 'cheese', 'sugar', 'lime']",11,Yes
34832978.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['mint', 'mace', 'dal', 'gram', 'mint', 'pears', 'lime']",7,Yes
