Id,Text,Nutrients,Foods,Enhance,Inhibit,Label
34206265.pdf,"SFDAFD 2233 [42]Mandate for a sodium limit for breads and  and ayran SFDAFD 2362 [43]SFDAFD 57 [44]Recommendation of a sodium limit for 22 processed food categories:cheeses, butter, fat spreads, beans, cooked and canned soups, readymeals, pizza, cakes, table sauces, biscuits, pasta, canned sh, meats,canned vegetables, chips, cooking sauces, potatoes, avor enhancersand beverage powders",fat,"meat, milk",enhance,,
34206449.pdf," Due to their unique chemical composition as well as antimicrobial,immunostimulatory, anti-inammatory and antioxidant properties, EOs are used in pharmacology,cosmetology and, increasingly, in animal breeding and rearing, and processing of animal rawmaterials Essential oils have become a natural alternative to preservatives, taste enhancers and, mostimportantly, antibiotics, because the European Union banned the use of antibiotics in metaphylaxisin animal husbandry in 2006 In the animal production chain, EOs are used mainly as feed additivesto improve feed palatability and increase feed intake, improve animal resistance and health status,and to prevent and treat diseases Recent research indicates that EOs can also be applied to sanitizepoultry houses, and they can be used as biopesticides in organic farming Essential oils effectivelypreserve meat and milk and, consequently, improve the safety, hygiene and quality of animal-basedfoods",,"capsicum, egg, oil, yolk, milk",enhance,,
34206449.pdf,"Figure 1 Possibilities of using essential oils in animal production from stable to tableMolecules 2021, 26, 37987 of 20Table 4 The effect of essential oils  as functional feed ingredients on animal performance and product quality characteristicsFeed/Water AdditiveEssential Oil/Active IngredientDoseSpeciesPerformance Parameters 16Problems and LimitationReferencescarvacrol, cinnamaldehyde,paprika, oleoresin271 mg/kg of feedpigs+protect pigs blood lymphocytesagainst oxidative DNA damagecarvacrol, cinnamaldehyde,paprika, oleoresin5% carvacrol, 3%cinnamaldehyde 2%capsicum and oleoresinpigs+probiotic effectclove, rosemary EOs andprotected eugenol, thymol,vanillin24 g/animal/d of EOs, 2g/animal/d of protected oilsheifers+BWG and FCREOs product based on eugenoland cinnamaldehyde525 mg/animal/ddairy cowsthyme, sage, rosemary EOs200 mg of each oil/kg of feedlaying hensmoderate effects on ruminalfermentation;ruminal isobutyrate concentrationand total-tract digestibility ofneutral-detergent ber;milk production or composition;+ ratio of triglyceride and cholesterol+of serum,egg weight;egg white; egg yolk;eggshell;+FCR+ strong taste and smell; can affect the function of intestinalmicroora, cause allergies, suppress feedintake and can be stored in tissues; not sufcient to fully prevent lipidperoxidation induced by high intake oflightly oxidizable PUFA more specic studies are required toclarify how these products modify piggastrointestinal bacteria, which wouldfacilitate their most judicious use in eldconditions use of rosemary EO on its own tended todecrease animal performance the true value of EOs for altering rumenmicrobial fermentation and animalproduction must be assessed in vivo; the EO product increased cumulativeammonia emission from manure discrepancy of results concerning theaddition of EOs to a layer diet on eggproduction, FI and FCR[47][48][49][50][51]Molecules 2021, 26, 37988 of 20Feed/Water AdditiveEssential Oil/Active IngredientDoseSpeciesPerformance Parameters 16Problems and LimitationReferencesTable 4",,oil,,suppress,
34206449.pdf," Contvolatile oil mixtures of oregano,rosemary, fennel400 mg/kg of feedbroilerchickensoregano, thyme, rosemary,yarrow EOs1g of each oil/kg of feedbroilerchickensthymol, carvacrol60, 100, 200 mg/kg of feedbroilerchickens++++++stimulate the growth;improve the intestinal microbialbalance thyme and yarrow had the greatereffect on growth;oregano and rosemary reduced BWGand FI;probiotic effect;nutrient digestibilityantioxidant and digestive enzymeactivities;immune response;FCR, FI and BWG abdominal fat weight andpercentage;thyme EO50100 mg/kg of feedquails intestinal pH at the end ofblend of microencapsulatedgarlic, carvacrol, and thymolsynthetic EOsdiet supplemented with 05%of the EOs functional additiveshesexperiment;FCR, FI and BWGthe modulation of the intestinetranscriptional immune prole;microbiota compositionBWG+++ possible synergism with different VOsmay promote synergistic or antagonisticeffects of bioactive compounds, thusinvestigating the combinations of VOs,is of far higher importance thaninvestigating the effects of each VO inisolation although the mechanisms behindterpene interactions are unknown,synergistic or antagonistic interactions ina plant extract may affect itsantimicrobial potential; the form of herbal supplementation mayalso be inuential in determiningbioactivity the results of the effects of thymol andcarvacrol on growth performance inpoultry were not consistent active components of plant oils mayvary because different methods ofextraction and could have differenteffects on the activity exact mechanisms are still elusive[59][60][61][62][63]1 + improve, 2  decrease, 3 o no effect, 4 FCRfeed conversion ratio, 5 FIfeed intake/consumption, 6 BWGbody weight gainsMolecules 2021, 26, 379810 of 20Since in vitro studies  have conrmed the antimicrobial efcacy of EOs,they can be used as natural growth promoters in livestock nutrition, in particular in poultryand pig farming [6] Essential oils enhance the avor and palatability of feeds, in particularthose decient in these attributes, which improves feed intake",fat,"ginger, milk, pork",enhance,,
34206449.pdf," aureus, E coli ,L monocytogenes ;antioxidant activityslightly yellowish colorof lms;a rough surface ofrosemary EO lmantimicrobial activity againstS aureus ;the sensory characteristicsprotect pork fat from oxidation;antimicrobial activityantioxidant properties;shelf life ;shelf life antimicrobial activity againstEnterobacteriaceae and coliformbacteria;sensory properties ;pH the EOs may be selectedfor use as potential foodbiopreservatives in foods,depending upon thedesired avor of theproducts changing the color ofmeat can affect its accept-ability very strong andcharacteristic smell ofEOs from ginger androse, causes theirlimitation in foodpackaging in low concentrations theoils may be less effectivein meet quality and shelflife growth of Lactobacillusdelbrueckii subsp bulgaricus ; lactic acid formation  essential oils may slowdown the growth of thedesired bacterial culturein fermented milkproducts++++++signicant inhibition of allbacterial populations ;oxidative and fermentationstability;milk quality;shelf life the strong aroma andavor can affectconsumer acceptanceantimicrobial activity ;pH ;the occurrence of total volatilenitrogen;shelf life the use of EOs in foodscould be limited becausethey would confer verydifferent avors andsmells from those naturalto the food in question,as in the case of sh[82][83][84][85][86][87][88][89]Molecules 2021, 26, 379814 of 20Animal-BasedFood ProductEssential Oil/Active IngredientEffectsProblems and LimitationsReferencesTable 5",fat,"chicken, pork, beef, clove, meat, milk",,inhibit,
34206449.pdf," The analyzed products included proteins from mechanicallydeboned chicken meat, fresh minced chicken llet, pure fresh pork fat , minced porkmeat, fresh beef meat, ground beef, raw, pasteurized and fermented cows milk, milkcontaminated with bacteria as well as shcod and Atlantic mackerel llets The testedEOs exhibited strong antimicrobial activity against pathogenic bacteria [8284,86,88,89]However, in the case of fermented milk products, the antibacterial effect was associatedwith reducing the counts of benecial microbiota [87] Gmez-Estaca et al [89] reportedthat clove EO  exerted the highest inhibitoryeffect on selected important food pathogens and spoilage bacteria",fat,"beef, meat, milk, chicken",,inhibit,
34206449.pdf," Oregano EO was a more potent antioxidant than rosemary EO, and meat sampleswith edible coatings containing EOs were characterized by higher antioxidant activity thanuncoated samples or samples with coatings without the addition of EOs Coatings with EOsreduced lipid oxidation in meat, and oregano EO was more effective All edible coatingsinhibited changes in meat color relative to uncoated samples, and they also decreased meatweight loss Coated samples were characterized by more desirable sensory properties andhigher consumer acceptability, and meat with an edible coating containing oregano EOreceived a higher score in a sensory evaluation [92]The quality and sensory properties of food products such as beef, chicken and sh,meat and milk also improved after repeated EO treatments [83,86,88,90]",,"oil, basil, milk",,inhibit,
34206449.pdf," Karoui et al [90] reported that the addition of basil oil decreasedthe pH of Atlantic mackerel llets, whereas rosemary oil had no impact on the acidity ofsh llets In the work of Kostova et al [87], acid formation was slowed down in samplesof cows milk containing basil oil, but the noted values of titratable acidity remained withinthe acceptable rangesAccording to da Silva [91], the development of modern technologies for incorporatingEOs into complex food systems in order to minimize sensory changes, enhance theirantimicrobial activity and contribute to food quality improvement would be one of themain challenges",,"garlic, pepper",enhance,,
34206449.pdf," Essential oilsmight be an emerging strategy in organic livestock farming and for products acquiring aclean label Oregano, cinnamon, garlic, thyme, black pepper, lavender, peppermint, sageand tea tree EOs deliver considerable benets in the production of animal-based foodsHowever, EOs should be applied with caution because their high concentrations canhave toxic effects Further research is thus needed to establish safe doses of EOs in the foodprocessing industry A novel delivery technology such as encapsulation with controlledrelease of EOs needs to be developed to protect them from degradation and oxidation, tominimize undesirable sensory changes, and to enhance their antimicrobial efcacy in feedand food additives",,rice,enhance,,
34236836.pdf," 2021, 69, 80178027Read OnlineACCESSMetrics & MoreArticle Recommendations*s Supporting InformationABSTRACT: The aim of this study was to evaluate the eects of resistant starch  and fat levels on the gut microbiome inC57BL/6 mice Three levels of RS from three varieties of rice were the major source of carbohydrates and fat levels were low and high  We conrmed that RS decreased the Firmicutes to Bacteroidetes ratio, increased SCFA production by higherBacteroidaceae and S24-7 abundance, and enriched predicted gene families of glycosidases and functional pathways associated withcarbohydrate and glycan metabolism We also found correlations between microbial taxa and tissue gene expression related tocarbohydrate and lipid metabolism Moreover, increasing RS levels resulted in a molecular ecological network with enhancedmodularity and interspecic synergy, which is less sensitive to high fat intervention",fat,"barley, wheat",enhance,,
34236836.pdf," Two major families inBacteroidetes were S24-7 and Bacteroidaceae S24-7 enrichmenthas been reported in feeding studies of dietary ber ingredients,whole wheat,36 barley,37 and gluco-oligosaccharide38 supple-ments, in obese mice or HF-fed mice, indicating that this familyis adapted to dietary ber content A whole genome explorationof S24-7 revealed its potential for carbohydrate degradation39SCFAs are produced by bacterial fermentation of dietary berand the resulting intraluminal acidity may limit bacteria to acid-resistant species S24-7 was related to the production of acetateand propionate when glycosidase inhibitors were used to alterthe gut microbiota and SCFA concentration in mice",carbohydrate,sugar,,inhibit,
34244882.pdf,"zjgsueducnJunhao Kong, Kai Xia and Xiaoqin Su contributed equally to this work1 School of Food Science and Biotechnology, Zhejiang Gongshang University, Hangzhou 310018, China2 Hangzhou Tea Research Institute, CHINA COOP, Hangzhou 310016, ChinaFull list of author information is available at the end of the articleIntroductionThe human oral cavity is an ideal niche for the inhabita-tion of diverse microorganisms that constitute a predom-inant part of the human microbial library   Under  normal  circumstance,  the  oral  microbiota live  in  symbiosis  with  the  host,  contributing  substan-tially  to  the  healthy  state  by  suppressing  the  prolifera-tion  of  pathogenic  microorganisms   Nevertheless,  the  imbalance  of  oral  microbiota  caused by  factors  like  antibiotic  treatment,  sugar  consumption, and  overexposure  to  fermentable  carbohydrate  will  lead to  the  development  of  oral  diseases,  such  as  dental  car-ies  and  periodontitis,  which  gives  rise  to  healthy  risks ",carbohydrate,"sorghum, pepper",,suppress,
34254242.pdf," Overall, the short-term application of lees biochar can not only improve thenutrient content of yellow soil, but also change the structure and diversity of soil fungal communities More importantly, Moutailees biochar can reduce the relative abundance of some pathogenic fungi and play the role of inhibiting the growth andreproduction of harmful plant pathogens+-N), nitrate nitrogen  The yellowsoil is not only sticky in texture and strongly acidic, but alsoreadily leaches nutrients due to the shallow soil layer Most ofthe dryland yellow soil in Guizhou is planted with high valuecrops such as pepper, sorghum, and flue-cured tobacco",,bamboo,,inhibit,
34263396.pdf," anions can readily bind with biochar cations through electro-static interaction, while biochar oxygenated functional groups can bind with positively charged poly-mers through hydrogen bonds The rate and degree ofattachment can further be enhanced by the cell surface hydro-phobicity, presence of flagella, degree of EPS production, andcomplexity of lipoproteins with multiple binding sites  Despite the individually weak binding forces,Fig 1 Measurement of poredistributions for three differentbiochar prepared at  450 Cand 900 C  using NMR cryoporometryanalysis;  Pore volume curve46900Environ Sci Pollut Res   28:4689446909Fig 2 SEM images of  wood biochar showing macroporous channels and network  bamboo biochar with closed pores multiple functional groups on either biochar and/or EPS canexert an overwhelming binding energy comparable with co-valent bonds ",energy,sugar,enhance,,
34273097.pdf," This can be due to the fact that fruits and starchy vegetables also contain a remarkable amount of sugar and energy On the other hand, the Iranian population mostly eats fruits at least two servings as snacks especially after dinner as well as veg-etables particularly during dinner with mayonnaises sauce This may explain our results with regard to their obesity-inducing effectsEven though a converse connection between vitamin A [35] and vitamin K status [36] and obesity was observed in preceding studies, the presence of sugar in fruits or high GL carbohydrate in starchy vegetables in this nutrient pattern may have accounted for an obesity-inducing consequence Therefore, this suggests that sugar in fruits or high GL car-bohydrate in starchy vegetables may raise the odds of general obesity even along with other nutrients which are recognized as possible protective factors against obesity","carbohydrate, energy","barley, maize",raise,,
34281232.pdf," by increasing the activity of antioxidant enzymes and proline,phenols, and avonides [99] Similarly, other mineral nutrients, including S, Mg, Zn, Fe,Se, and Si, have also been shown to lower heavy metal toxicity by boosting antioxidantactivity, proline content, photosynthetic rate, and competing with heavy metal uptake,so minimizing their effect on cellular processes [90] Under salt stress, GSH induced theethylene level that ethylene plays a major role in stabilizing photosynthesis by maintainingthe ROS accumulation, ion homeostasis, and mineral homeostasis and by elevating theantioxidant defense mechanism [136] Similarly, S-induced GSH synthesis reduced ROSenhanced photosynthetic efciency and growth in barley plants during salinity stress [137]In maize plants, S based fertilizers improves drought tolerance by increasing not only theproduction of antioxidants but also increased rate of photosynthesis, stomatal conductance,and transpiration rate [138]",,"barley, maize, wheat",enhance,,
34281232.pdf," As soon as NIP-IIIs take up Si from the soil within rootcells, Lsi2 transports Si outside the cortical cells toward the stele Once Si reaches the stele,it is further transported to areal tissues via xylem ow NIP-IIIs and Lsi2s have been foundin several plant species such as barley [263], soybean [264], maize [265], and wheat [266]Ionomics tools such as ICP-MS and pXRF signicantly help in the identication of loci andgenes that govern the metalloid transportation process in plants [261,264] Metalloids suchas Si and B are known to enhance tolerance against several abiotic stresses",,mushroom,enhance,,
34282191.pdf,"OPENCultivation of Kabul Dhingri  mushroom by standardizing protocols in subtropical zones of worldAkansha Deora*, S S Sharma, Poonam Kumari, Vinita Dahima, Suresh Kumar & M RohithThe study is of great relevance with present day pandemic era where mushrooms have immunity enhancing properties and they convert agro-wastes into protein rich food India is having a youth population of about 750 million and mushroom cultivation has good potential to contribute in national income as well as enhanced immunity",protein,"maize, wheat, rice",enhance,,
34282191.pdf," The same trend was being followed with the time taken for initiation of pinheads Minimum days for initiation of pinning were recorded on maize straw  and the longest duration was reported in case of wheat straw supplemented with rice bran  Contrary to this, maximum number of fruiting bodies  and the highest biological efficiency  was obtained in case of paddy straw followed by wheat straw  and maize straw   Fruit body weight in case of Pleurotus eryngii reaches up to as high as 180200g with 1214cm broad pileus, 78cm long and 56cm thick stipe Only averages are mentioned below in the table which were lowered by some underde-veloped fruit bodies raised due to lack of ideal management practices and by those fruit bodies which came out along with developed ones during harvesting due to their adjoined parts with developed fruit bodies",,"goat, rabbit, milk",raise,,
34283254.pdf," The relative fold change in the expres-sion of genes of interest in samples with respect to the cali-brator was calculated using the formula  2Ct qPCR for ChIP samples was performed using primers designed against summit regions of putative enhancers, and enrichment was calculated as a percentage of inputWestern blot analysisWestern blotting was done according to standard protocols Lysates were run on 420% Mini-PROTEAN TGX precast protein gels  and transferred to a pol-yvinylidene fluoride membrane using a Trans-Blot Turbo RTA Mini LF PVDF Transfer Kit  After blocking with 5% milk, blots were incubated with pri-mary antibodiesanti-DLX5 1:500 dilution ,  anti-DLX6  1:500  dilution , anti-SOX9 1:500 dilution , anti-BMP7 1:1000 dilution , anti-Wnt3 1:1000 dilution , anti-FZD3 1:1000 dilution , anti-DLX6 1:500 dilution , anti-H3K27me3 1:1000 dilution , and anti-H3K27Ac 1:1000 dilution overnight at 4C and with horseradish peroxidase -conjugated secondary antibodiesmouse anti-rabbit IgG HRP 1:3000 dilution , goat anti-mouse IgG HRP 1:3000 dilution , and mouse anti-goat IgG HRP 1:3000 dilution at room temperature for 1h and detected by enhanced chemiluminescence using the ChemiDoc Touch V3 Western Workflow ",protein,"oil, seeds, walnut",enhance,,
34306314.pdf,"3 Plant-Rich Dietary PatternsFrom the theories of aging and cell senescence, one of them isrelated to the telomere shortening There is a high correlationbetween oxidative stress and telomere shortening which canaccelerate aging and increase the risk of diseases such as can-cer and cardiovascular diseases It is reported that foods highin antioxidants  have benecial eectsagainst telomere shortening via inhibiting the oxidative dam-ages [27, 28] Eects of various plant foods including walnut[29], seeds, legumes, nuts [27], and olive oil [22], or plant die-tary components such as polyphenols [30] and dietaryOxidative Medicine and Cellular Longevity3Unfolded proteinOxidative stressUnfolded protein responseTranslationAge-related macular diseasessuch as retinitis ER stress-induced apoptosisFigure 2: Unfolded protein response, oxidative stress, and age-related macular diseases",protein,seeds,,inhibit,
34306314.pdf," ER: endoplasmic reticulumFood, food components, and dietary patterns;Plant dietary patternMediterranean dietary pattern,Nuts/seeds/legumes/olive oilPolyphenols/carotenoids/vitamin CCoQ10 supplementsDecrease cell senescenceand age-related diseasesInhibit oxidative stress and DNA damageInhibit telomere shorteningInhibit inamm-aging processModulate epigenetic and nutrigenomic pathwaysInhibit protein aggregationInhibit inammation/oxidative stressDecrease endothelial cell senescenceDecrease vascular damageIncrease nitric oxide Figure 3: Dietary factors and their underlying mechanism aecting cell senescence and age-related diseasescarotenoids [5, 27], or plant-based dietary patters such as theMediterranean dietary pattern [27] on inhibiting telomereshortening and delaying cell aging and age-related diseaseswere reported Plant dietary patterns including most edibleplants can synergistically modulate various processes suchinammation, telomere activity, andas oxidative stress,DNA methylation that are all associated with telomere attri-tion [31] One of the major reasons for telomere shortening isrelated to oxidative stress damages due to the high content ofguanines  in telomeric DNA repeats [32]",protein,"goat, milk",,inhibit,
34340711.pdf,"1186/s40104-021-00613-yR E S E A R C HOpen AccessTLR7/8 signalling affects X-sperm motilityvia the GSK3 /-hexokinase pathway forthe efficient production of sexed dairy goatembryosFa Ren1, Huaming Xi1, Yijie Ren1, Yu Li1, Fei Wen1, Ming Xian1, Mengjie Zhao1, Dawei Zhu1, Liqiang Wang1,Anmin Lei2 and Jianhong Hu1*AbstractBackground: Goat milk is very similar to human milk in terms of its abundant nutrients and ease of digestion Toderive greater economic benefit, farmers require more female offspring ; however, the buck-to-doe offspringsex ratio is approximately 50% At present, artificial insemination after the separation of X/Y sperm using flowcytometry is the primary means of controlling the sex of livestock offspring However, flow cytometry has not beensuccessfully utilised for the separation of X/Y sperm aimed at sexing control in dairy goatsResults: In this study, a novel, simple goat sperm sexing technology that activates the toll-like receptor 7/8 , thereby inhibiting X-sperm motility, was investigated",,"goat, peanut",,inhibit,
34340711.pdf,"In addition, incubating sperm with TLR7/8 ligands per-mitted the easy separation of X- and Y-sperm, resultingin more than 80% of the embryos being female whenproduced using X-sperm during IVF These data indicatethat TLR7/8 signalling sufficiently affects X-sperm mo-tility to separate X- and Y-sperm and can be therefore,be used to efficiently produce sexed dairy goat embryosConclusionsIn conclusion, a novel, simple sperm-sexing method fordairy goats that activates TLR7/8-inhibited X-sperm mo-tility to separate X- and Y-sperm was investigated Ourstudy showed that TLR7/8 signalling affected X-spermmotility via the GSK3 /-hexokinase pathway, which isimportant for the efficient production of sexed dairygoat embryosAbbreviationsTLR7/8: Toll-like receptor 7/8; GSK3 /: Glycogen synthase kinase /;NFB: Nuclear factor kappa-B; AI: Artificial insemination; X-sperm: XChromosome bearing sperm; Y-sperm: Y Chromosome bearing sperm;PI: Propidium iodide; IVF: In vitro fertilization; CASA: Computer-aided spermanalysis; IF: Immunofluorescence; PNA-FITC: Fluorescein isothiocyanate-peanut agglutinin; PCR: Polymerase chain reaction; TLRs: Toll-like receptors;NCBI: National Coalition Building InstituteSupplementary InformationThe online version contains supplementary material available at https://doi",,"oil, meat, seeds",,inhibit,
34359434.pdf,", overly ripe berries, non-compliantfruit, peels, pomace, and seeds A recent study from Muno et al [31] described the use ofan olive oil waste extract rich in polyphenols as a potential natural antioxidant applied tolamb meat patties, delaying the lipid and protein oxidation while maintaining acceptablecolor for a prolonged time, extending the product shelf-life to 3 days Another recentwork from Bitalebi et al [32] observed that apple peel extract  inhibited protein andlipid oxidation in rainbow trout Oncorhynchus mykiss mince during refrigerated storage",protein,"meat, chicken, pomegranate",,inhibit,
34359434.pdf," Meat products quality and shelf-life was increased [35] andthe capacity to delay sh microbiological spoilage resulted in extending sh shelf-life under retail conditions [36] Moreover, the antimicrobialcapacity of pomegranate peel extract were investigated in chicken products [37,38] and,the extract showed good antimicrobial activity against S aureus and B cereus In general,addition of pomegranate peel extract to popular chicken and meat products enhanced itsshelf-life by 23 weeks, during chilling temperature [39]",,"corn, milk, rice, jaggery",enhance,,
34359528.pdf,"Resistant starch molecules act as dietary ber and decrease the glycemic index in blood,which may help to control diabetes and LDL levels [9] Apart from helping in bowelmovement and reducing constipation problems [10], it acts as a pre-biotic ferment in thecolon by the probiotic microora and produces short-chain fatty acids in maintaining guthealth [11]Roasting and coating are some of the best techniques for enhancing shelf life andsensory quality of aked rice Edible chocolate coating of roasted aked rice  may ndwider acceptability as breakfast snacks in comparison to the corn akes, which contributeszein as an incomplete protein Thus, in order to enhance the nutritional value of akedrice, it can be coated with a mixture of dark chocolate, jaggery, guar gum, and milk powder",protein,"milk, jaggery",enhance,,
34359528.pdf," However, the absorption of milk was foundto be signicantly affected and linearly dependent on the quantity of jaggery and darkchocolate used  The highest value milk absorption was observed at experimentno 4 with jaggery  as well as dark chocolate  MAC was found lowestwhen the lowest quantity of dark chocolate  was used  Coating mate-rials used formed a smooth layer on the surface and lled the gap and void spaces and,thus, reduced the MAC and enhanced the milk absorption time [34]",,"cabbage, spinach",enhance,,
34360658.pdf," 2021, 22, 78936 of 24FRE  by reducing neuronal apoptosis and scavenging free radi-cals, as well as inhibiting neuroinammation FRE caused a reduction of proinammatorybiomarker expression , as well as decrease in the level of proteinkinase RNA-like kinase endoplasmic reticulum , N-terminal c-jun kinase ,and members of mitogen-activated protein kinase  pathway [52] The antioxidanteffect of avonoids is based on scavenging free radicals, chelating metals, and silencingpro-oxidative enzymes  oxidase, COX and lipoxygenase) [12] The molecu-lar neuroprotective mechanism of these compounds is often associated with the activa-tion of the cAMP response element-binding protein /brain-derived neurotrophicfactor /tropomyosin-related kinase B receptor /phosphoinositide 3-kinase/protein kinase B  and/or ERK 1/2 pathways, therefore even small doses ofthese compounds can cause a synergistic effect [47] One of the most abundant naturallyoccurring avonoids is quercetin, contained, among others, in cabbage, spinach, blackcur-rant, blueberry, thus in plants particularly recommended in the MIND diet, but it is also theactive ingredient of many supplements",protein,nutmeg,,inhibit,
34361815.pdf," We focused on three main compounds found in CEand EO, namely sabinene, 4-terpineol, and myristicin It has been reported that thesecompounds exhibit antimicrobial activity against pathogenic bacteria  and fungi [6,9,24,2932] Moreover, unique compounds including cis-14-thujanol,safrene, elemicin, methoxyeugenol, tetradecanoic acid, n-hexadecanoic acid, decanoicacid, and 2-oxo-, methyl ester in CE; and -pinene, -pinene, -myrcene, -phellandrene,-terpinene, 1,3-benzodioxole, 5--, and cis-sarone in EO have been reported toexhibit antimicrobial activity in nutmeg and other plants [33,34] Although it is importantto analyze all the compounds in CE  and EO , our study consideredonly the top 10 compounds, which showed a high percentage of peak area and exhibitedantimicrobial activity The importance of methoxy group has been reported as efux pumpinhibitors  via efux transporter NorA protein in S",protein,"nutmeg, oil",,inhibit,
34361815.pdf," The bacterial suspension of 1  108 CFU/mL of S aureus ATCC 25923and ve MRSA strains were spread on MHA plates The drug discs were placed over theplates, followed by incubation at 37 C for 24 hMinimal inhibitory concentration  and minimal bactericidal concentration testing was conducted Susceptibility to nutmeg crude and essential oil extractions weredetermined by broth microdilution methods performed using Mueller Hinton broth ",,"nutmeg, oil, seeds",,inhibit,
34361815.pdf,"33 Muchtaridi; Subarnas, A; Apriyantono, A; Mustarichie, R Identication of compounds in the essential oil of nutmeg seeds that inhibit locomotor activity in mice",,turmeric,,inhibit,
34371629.pdf," A similar study was reported byIhenacho et al [29] in their study on turmeric, as the deciency of essential nutrients in thesoil of the experimental site resulted in a lower yield and decrease in turmeric growth [30]The nitrogen content of NPK formed proteins and chlorophyll content in plants whichinduced leaf growth At the same time, phosphorus is necessary for root development, celldivision, multiplication, and energy reactions, and potash worked for stem development,cell division, carbohydrates formation and translocation in plants, especially turmeric; it isuseful for rhizome development [31] It was reported that other macroelements such as Mg,used for nitrogen uptake enhancement in plants, as the application of Mg increased theroot growth by translocation and absorbed the other macronutrients in the soil, increasingrhizome growth and yield of turmeric [32]",energy,"turmeric, ginger",enhance,,
34371629.pdf," The mi-croelements in turmeric rhizome were significantly increased by the NPK and NPK + BZnFe  treatments  Data regarding rhizomemicroelement content showed that NPK  signicantly enhanced thecontents of micronutrients such as Fe, Mn, Zn, Cu, Cr and Si in turmeric rhizome ascompared to control A maximum quantity of micronutrient content in turmeric rhizomewas recorded with NPK + BZnFe , which increased Fe, Mn, Zn,Cu, Cr and Si contents in rhizome over the control and low rate of NPK Nutrient analysis by Olubunmi et al [33] of other tuber crops such as ginger indicatedtheir richness in calcium, magnesium, sodium, potassium, phosphorous, manganese, iron,zinc, and copper",,"oil, cheese",enhance,,
34371712.pdf," Some contain essential oils or other plantextracts as antimicrobial agents [68,69] While there are reports for chitosan or cellulosicedible lms with ZnO nanoparticles for cheese packaging [70,71], in the alginate casenone of them contain ZnO There are few reports of alginateZnO packaging lms forfruits [14,72] Therefore, alginate was chosen as the lm forming biopolymer, in whichZnO nanoparticles were added as ller and antibacterial agent In order to enhance theantibacterial activity of the nanocomposite lms, the ZnO nanoparticles were loaded withcitronella essential oil ",,milk,enhance,,
34371799.pdf," A growth-related study by Ehrenkranz et al explicitly quantied that increas-ing quartiles for weight gain for extremely low birth weight infants was associated withimproved neurodevelopmental outcomes at 18 months of age [1] Early postnatal nutritiondelivery must be prioritized, as increased energy and protein intakes solely during therst week of life have been associated with long-term neurodevelopment [2] However,when considering most optimal sources of nutrition for preterm infants, the provision ofmothers own milk is the recommended choice [6] Multiple benets have been described,with examples including enhanced immunity and a reduced risk of necrotizing enterocoli-tis , BPD, late onset sepsis, and ROP in preterm infants [79]","energy, protein","oil, seeds, rice, palm oil",enhance,,
34371830.pdf," Tocotrienols are unsaturated vitamin E analogues found inseveral natural sources, such as palm oil, rice bran, and annatto seeds [24] There aretwo major types of vitamin E, ie, tocopherol  and T3, which exist naturally in fourisoforms, which are alpha , beta , delta , or gamma  T3 can suppress the prolif-eration of cancer cells as well as induce apoptosis [25]",,"melon, cucumber, gourd",,suppress,
34371875.pdf," Normally, cyclinD1 can bind to and activate cyclin-dependent kinase 4 and 6  for the transitionto the S phase and cell cycle progression There are two independent mechanisms bywhich p38 regulates cyclin D1, via  the suppression of cyclin D1 gene expression and the augmentation of cyclin D1 phosphorylation causing cyclin D1 ubiquitination andproteasomal degradation The p38 also plays a role in controlling cell survival by activatingp53 and inducing cell apoptosis [79]Momordica charantia L  belongs to the Cucurbitaceae family and is commonlyregarded as bitter cucumber, bitter melon, bitter apple, bitter gourd, and balsam pear",,rabbit,,"suppress, curb",
34371956.pdf," Western BlottingThe cells and mouse dorsal tissues were homogenized using lysine buffers containingprotease inhibitors  The total soluble protein content wasassessed using the Bio-Rad protein kit  The pro-teins were electrophoresed and transferred to Immobilon-P transfer membranes  The membranes were blocked with 5% bovine serum albumin andincubated at 4 C for 24 h with specic primary antibodies against phosphorylated-p38 , p-protein kinase B , p-n N-terminal kinase , p-extracellular signal-regulatedkinase 1/2 , -actin , TNF-,NF-kB, iNOS, COX-2 , IL-6, and IL-8  The membranes were then incubated at 4 C with goatanti-rabbit IgG  and a horseradish peroxidase-conjugated secondary antibody",protein,"oil, bean",,inhibit,
34371956.pdf,"25% 2,4-dinitrochlorobenzene  in 200 L of 3:1 acetone/bean oil; AD + AA-L and AD + AA-H, 30 and 75 mg/kg AA-treated DNCB-sensitized mice, respectively, in 100 L of sterilized drinking water; AD + Pred, positive control mice treated with 5 mg/kg predni-solone in 100 L of sterilized drinking water 37 Effects of AA Treatment on NF-B, p-Akt, and MAPK Signaling in an AD Animal Model The effects of AA treatment on the expression of NF-B, p-Akt, and MAPK signaling in the dorsal tissues of AD mice were also determined  The inhibition of NF-B and MAPKs is critically related to the decrease of the anti-inflammatory response and Nutrients 2021, 13, 244813 of 16Our results demonstrate that AA treatment inhibited allergic inammation by restrainingNF-B, p-Akt, and MAPK signaling levels in the AD model",,"flour, wheat",,inhibit,
